id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
2878,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Buckingham,Buckingham Library,Get Started Online - Buckingham,,Tuesday;,,,Friday;,,,Tuesday;Friday;,TRUE,"Tuesday, Friday 10:00-12:00","Buckingham Library, The Centre, Verney Close, Buckingham",MK18 1JP,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/buckingham,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,,,Buckingham,AV North,New Entry
2879,Learning,Social,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Buckingham,Buckingham Library,Family History sessions,,,,,,,,,TRUE,,"Buckingham Library, The Centre, Verney Close, Buckingham",MK18 1JP,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/buckingham,library@buckscc.gov.uk,Find out how to discover your family history.  Please contact for further details,1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,Buckingham,AV North,New Entry
2880,Learning,IT,,,,Entertainment and leisure;,,Support and community groups;,,,Entertainment and leisure;Support and community groups;,Burnham,Burnham Community Library,Get Started Online - Burnham,,,,,,,,,TRUE,,"Burnham Community Library, Windsor Lane, Burnham",SL1 7HR,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/burnham,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,New Entry
2881,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Burnham,Burnham Community Library,Adult Colouring Club,,,,,Friday;,,,Friday;,TRUE,Friday 14:00,"Burnham Community Library, Windsor Lane, Burnham",SL1 7HR,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/burnham,library@buckscc.gov.uk,Contact for further details,1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,New Entry
2882,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Chesham,Chesham Library,Get Started Online - Chesham,Monday;,Tuesday;,Wednesday;,,,,,Monday;Tuesday;Wednesday;,FALSE,"Alternate Mondays 17:00-18:00, Tuesday, Wednesday 10:30-11:30","Chesham Library,Elgiva Lane, Chesham",HP5 2JD,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/chesham,library@buckscc.gov.uk,"A free computer course for beginners where you can learn at your own pace in a friendly, relaxed environment.  Please contact for further details",1/2/2019,,2019-02-01 JAL Confirmed by library,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
2883,Social,Arts/Crafts;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Chesham,Chesham Library,Quiz and Scrabble drop-in,,,,Thursday;,,,,Thursday;,TRUE,4th Thursday 14:30-16:00,"Chesham Library,Elgiva Lane, Chesham",HP5 2JD,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/chesham,library@buckscc.gov.uk,A free drop-in Session,1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
2884,Learning,IT;Social,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Chesham,Chesham Library,Trace Your Family Tree,,Tuesday;,,,,,,Tuesday;,TRUE,"3rd Tuesday14:00, 14:45","Chesham Library,Elgiva Lane, Chesham",HP5 2JD,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/chesham,library@buckscc.gov.uk,Free session helping you use library resources to trace your family tree.  Booking required,1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
2885,Learning,IT,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Chesham,Chesham Library,Business Information session,,Tuesday;,,,,,,Tuesday;,TRUE,3rd Tuesday 11:00-13:00,"Chesham Library,Elgiva Lane, Chesham",HP5 2JD,,,01296 382415,https://www.buckscc.gov.uk/services/library/find-a-library/chesham,library@buckscc.gov.uk,"A free session helping you find company information, how to run a buiness etc. drop in or book in advance",1/2/2019,,2019-02-01 JAL Confirmed by library,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,Yes,Yes,Yes,Yes,,,Chesham and Chiltern Villages,Amersham and Chesham,New Entry
2867,Social,Music/Drama,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;",Stewkley,,Stewkley Players,,,,,,,,,FALSE,,"Stewkley Village Hall, High Street North, Stewkley",LU7 0EW,,Gill Morgan,01525 240347,https://www.stewkleyplayers.co.uk,info@stewkleyplayers.co.uk,Please contact for further information,1/1/2019,,2019-01-10 JAL Confirmed by library,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,New Entry
2868,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Amersham,,T'ai Chi - Beginners,,,Wednesday;,,,,,Wednesday;,FALSE,Wednesday 09:30,Amersham Community Centre,HP6 5AH,,Pat,01494 771675 / 07885 856029,https://www.chesham-amersham-tai-chi-school.co.uk,,Boost your vitality with a gentle but effective T'ai Chi session that will promote calm and relaxation.  Contact for more details,24/1/2019,,2019-01 JAL from Round & About email,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,Starts 30th January 2019,Amersham,Amersham and Chesham,New Entry
2869,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Stoke Poges,,Yoga with Tessa,,,Wednesday;,,,,,Wednesday;,FALSE,Wednesday 19:30-21:00,"Stoke Poges Village Centre, Rogers Lane, Stoke Poges",SL2 4LP,,Tessa,07941 966004,https://www.yogawithtessa.wixsite.com/info,tessayoga@icloud.com,"Yoga is suitable for all ages and abilities, building strength and balance, reducing stress and increasing flexibility to make everyday living easier in body and mind. Mixed ability, termly or drop-in rates",24/1/2019,,2019-01 JAL from Round & About email,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,Beeches,Southern,New Entry
2870,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Farnham Common,,Yoga with Yami,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 11:30-12:30,"Farnham Ccommon Village Hall,Victoria Road",SL2 3NL,,Yami Naik,07789 447668,,yaminaik@hotmail.com,"General Yoga Class suitable for Everyone. All abilities welcome from Complete Beginners to Intermediates. Many different options available during class. Boost Circulation, Improve Posture, ease aches & pains, stabilise joints & strengthen muscles",24/1/2019,,2019-01 JAL from Round & About email,,7,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;WC Wheelchair Access,,Beeches,Southern,New Entry
2916,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Walking Football - Aylesbury,Monday;,,,,,,,Monday;,TRUE,Monday 11:00-12:00,"Stoke Mandeville Stadium, Guttmann Road, Aylesbury",HP21 9PP,£3,,01296 484848,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Greater Aylesbury,AV Central,New Entry
2917,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Chair Based Exercise - Aylesbury,Monday;,,,,,,,Monday;,TRUE,"Monday 11:45-12:45, Friday 10:45-11:30","Walton Court Community Centre, Hannon Road, Aylesbury",HP21 8TJ,£3,,01296 334562,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Greater Aylesbury,AV Central,New Entry
2918,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Jui Jitzu Beginners - Aylesbury,Monday;,,,,,,,Monday;,FALSE,Monday 19:00,Roger Gracie Academy,HP20 8HJ,,,07904 810640,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2919,Support,Social;Support,"Arts, Crafts, Music and Drama;",,,,,Support and community groups;,,Young people's activities;,"Arts, Crafts, Music and Drama;Support and community groups;Young people's activities;",Aylesbury,,Youth Concern Drop In,,Tuesday;,,,Friday;,,,Tuesday;Friday;,TRUE,"Tuesday, Friday 12:00-18:00",Uptown Coffee Bar,HP19 8FL,,,01296 334562,,,Free - Includes Music Studio for 13-25 year olds.  Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,Young people;,Young adults;,,Young people;Young adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2920,Social,Social;Tea/Coffee,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,Southcourt Baptist Church,Tea Break - Aylesbury,,Tuesday;,,,,,,Tuesday;,TRUE,3rd Tuesday 14:00-15:30,"Southcourt Baptist Church, Penn Road, Aylesbury",HP21 8HW,,,01296 334562,,,"Drop in chat, board games, jigsaws, tea & cake.  Please contact for further information",7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2921,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Walking Netball - Aylesbury,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 18:00-19:00,"Stoke Mandeville Stadium, Guttmann Road, Aylesbury",HP21 9PP,£5,,07446 015994,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Greater Aylesbury,AV Central,New Entry
2922,Active,Social,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,3rd Aylesbury Scouts,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 19:30-21:15,"Scout HQ, Old Stoke Road, Aylesbury",HP21 8DE,,,,https://www.ukscoutnetwork.org.uk/join-us,,Please use website for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,Young people;,Young adults;,,Young people;Young adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2923,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Yoga - Walton Court,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 19:00-20:00,"Walton Court Community Centre, Hannon Road, Aylesbury",HP21 8TJ,£18 / Month,,01296 334562,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2924,Social,Music/Drama;Social,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;",Aylesbury,SPACE,SPACE Choir,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 20:00-21:30,"Church of the Good Shepherd, Churchill Avenue, Southcourt, Aylesbury",HP21 8NH,£1,,01296 334562,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2925,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Zumba Strong,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 09:00-10:00,"Walton Court Community Centre, Hannon Road, Aylesbury",HP21 8TJ,,,01296 334562,,,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2926,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,,Autumn Leaves Club,,,,,,,,,TRUE,Wednesday 12:30-17:00,"Southcourt Community Centre, Prebendal Avenue, Aylesbury",HP21 8LF,,Eileen,01296 334562,,,Please call in and speak to Eileen for more information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Greater Aylesbury,AV Central,New Entry
2927,Social,Social;Tea/Coffee,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,,Tea & Cake Club,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 12:45-13:45,"Healthy Living Centre, Unit 1 Walton Court Shopping Centre, Hannon Road, Aylesbury",HP21 8TJ,,,01296 334562,,,Drop in for an informal social get together.,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2928,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Street Dance,,,Wednesday;,,,,,Wednesday;,TRUE,Wednesday 18:00-21:30,"Southcourt Community Centre, Prebendal Avenue, Aylesbury",HP21 8LF,,,,,southcourtcc@aylesburyvaledc.gov.uk,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,,Older adults;,Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2929,Support,Support;Tea/Coffee,,,,Entertainment and leisure;,,Support and community groups;,,,Entertainment and leisure;Support and community groups;,Aylesbury,,Coffee Break - Aylesbury,,,,Thursday;,,,,Thursday;,TRUE,Thursday 09:30-12:00,"Southcourt Baptist Church, Penn Road, Aylesbury",HP21 8HW,,,01296 334562,,,Under 5's parents and carers group,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,Young people;,Young adults;,,Young people;Young adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2930,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,University of the 3rd Age,U3A - Southcourt,,,,Thursday;,,,,Thursday;,TRUE,3rd Thursday 13:00-16:00,"Southcourt Community Centre, Prebendal Avenue, Aylesbury",HP21 8LF,,Jasmine Reeks,01296 482735,https://www.u3a.co/meetings-page/,via website,"Informative talks, discussions and activities",7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,8,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2931,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,,Bridge Club - Aylesbury,,,,Thursday;,,,,Thursday;,FALSE,Thursday 19:30,"Hawkslade Community Centre, Orwell drive, Aylesbury",HP21 9YL,,,,https://www.bridgewebs.com/aylesbury/home.html,via website,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Greater Aylesbury,AV Central,New Entry
2932,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Aylesbury,,Martial Arts - Aylesbury,,,,Thursday;,,,,Thursday;,FALSE,Thursday 19:30-21:00,"Southcourt Community Centre, Prebendal Avenue, Aylesbury",HP21 8LF,,,,,southcourtcc@avylesburyvaledc.gov.uk,Please contact for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2933,Active,Exercise,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Aylesbury,,Short Mat Bowls - Aylesbury,,,,,Friday;,,,Friday;,FALSE,Friday 18:00-23:30,"Hawkslade Community Centre, Orwell drive, Aylesbury",HP21 9YL,,Ian,01296 420384,,,Please contact Ian for further information,7/2/2019,,2019-02-07 JAL - Information supplied by Healthy Living Centre,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Greater Aylesbury,AV Central,New Entry
2934,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Amersham,,Walking Football - Wed,,,Wednesday;,,,,,Wednesday;,TRUE,Wenesday 18:00-19:00,"Chiltern Pools, Bensheim Way, Chiltern Avenue, Amersham",HP6 5AH,,Matthew Harrington,01494 788900,https://www.walkingfootballunited.co.uk/buckinghamshire,matthew.harrington@gll.org,Senior National Leagues for 55+,7/2/2019,,2019-02-07 JAL - Information from Walking Football website,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Amersham,Amersham and Chesham,New Entry
2935,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Amersham,,Walking Football - Tues,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 18:00-19:00,"Amersham & Wycombe College, Stanley Hill, Amersham",HP7 9HN,,Paul Foley,01494 455736,https://www.walkingfootballunited.co.uk/buckinghamshire,community@wwfc.com,Senior National Leagues for 55+,7/2/2019,,2019-02-07 JAL - Information from Walking Football website,,8,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,,,,,,,Amersham,Amersham and Chesham,New Entry
